1P153_12.SPT
1p153_12
Emission Scan
Number of Scans 1
Start 5.000000e+002 Nanometers, End 7.000000e+002 Nanometers
Increment 1.000000e+000 Nanometers, Integration Time 1.000000e-001 Seconds
Excit Mono 4.880000e+002 Nanometers
Excit Mono Slits: 1st (mm) 1.000, 2nd (mm) 1.000
Emiss Mono Slits: 1st (mm) 1.000, 2nd (mm) 1.000
Acquisition Mode s, Auto Zero No
Blank Subtraction File 
Correction Factor File 
...............................................................................
5.000000e+002	1.691000e+005
5.010000e+002	1.846400e+005
5.020000e+002	2.026800e+005
5.030000e+002	2.222400e+005
5.040000e+002	2.398600e+005
5.050000e+002	2.606400e+005
5.060000e+002	2.764700e+005
5.070000e+002	2.946500e+005
5.080000e+002	3.040400e+005
5.090000e+002	3.195600e+005
5.100000e+002	3.299500e+005
5.110000e+002	3.405200e+005
5.120000e+002	3.440900e+005
5.130000e+002	3.465000e+005
5.140000e+002	3.529700e+005
5.150000e+002	3.495600e+005
5.160000e+002	3.452100e+005
5.170000e+002	3.446200e+005
5.180000e+002	3.372500e+005
5.190000e+002	3.339700e+005
5.200000e+002	3.303400e+005
5.210000e+002	3.185000e+005
5.220000e+002	3.076800e+005
5.230000e+002	2.994800e+005
5.240000e+002	2.903500e+005
5.250000e+002	2.790400e+005
5.260000e+002	2.657300e+005
5.270000e+002	2.581300e+005
5.280000e+002	2.439500e+005
5.290000e+002	2.364300e+005
5.300000e+002	2.236800e+005
5.310000e+002	2.163800e+005
5.320000e+002	2.023800e+005
5.330000e+002	1.956200e+005
5.340000e+002	1.850600e+005
5.350000e+002	1.781800e+005
5.360000e+002	1.724900e+005
5.370000e+002	1.618600e+005
5.380000e+002	1.552800e+005
5.390000e+002	1.485500e+005
5.400000e+002	1.430400e+005
5.410000e+002	1.371800e+005
5.420000e+002	1.306100e+005
5.430000e+002	1.255800e+005
5.440000e+002	1.184800e+005
5.450000e+002	1.150700e+005
5.460000e+002	1.107300e+005
5.470000e+002	1.068300e+005
5.480000e+002	1.041200e+005
5.490000e+002	9.873000e+004
5.500000e+002	9.632000e+004
5.510000e+002	9.487000e+004
5.520000e+002	9.286000e+004
5.530000e+002	8.865000e+004
5.540000e+002	8.853000e+004
5.550000e+002	8.721000e+004
5.560000e+002	8.529000e+004
5.570000e+002	8.082000e+004
5.580000e+002	8.162000e+004
5.590000e+002	7.875000e+004
5.600000e+002	7.696000e+004
5.610000e+002	7.597000e+004
5.620000e+002	7.450000e+004
5.630000e+002	7.203000e+004
5.640000e+002	7.197000e+004
5.650000e+002	7.107000e+004
5.660000e+002	7.035000e+004
5.670000e+002	6.804000e+004
5.680000e+002	6.639000e+004
5.690000e+002	6.443000e+004
5.700000e+002	6.444000e+004
5.710000e+002	6.351000e+004
5.720000e+002	6.153000e+004
5.730000e+002	6.085000e+004
5.740000e+002	5.948000e+004
5.750000e+002	5.758000e+004
5.760000e+002	5.506000e+004
5.770000e+002	5.341000e+004
5.780000e+002	5.144000e+004
5.790000e+002	5.119000e+004
5.800000e+002	4.892000e+004
5.810000e+002	4.755000e+004
5.820000e+002	4.607000e+004
5.830000e+002	4.471000e+004
5.840000e+002	4.200000e+004
5.850000e+002	4.219000e+004
5.860000e+002	4.010000e+004
5.870000e+002	3.956000e+004
5.880000e+002	3.759000e+004
5.890000e+002	3.631000e+004
5.900000e+002	3.407000e+004
5.910000e+002	3.261000e+004
5.920000e+002	3.178000e+004
5.930000e+002	3.090000e+004
5.940000e+002	2.863000e+004
5.950000e+002	2.714000e+004
5.960000e+002	2.728000e+004
5.970000e+002	2.542000e+004
5.980000e+002	2.430000e+004
5.990000e+002	2.390000e+004
6.000000e+002	2.313000e+004
6.010000e+002	2.094000e+004
6.020000e+002	2.026000e+004
6.030000e+002	1.983000e+004
6.040000e+002	1.904000e+004
6.050000e+002	1.773000e+004
6.060000e+002	1.735000e+004
6.070000e+002	1.659000e+004
6.080000e+002	1.589000e+004
6.090000e+002	1.596000e+004
6.100000e+002	1.452000e+004
6.110000e+002	1.512000e+004
6.120000e+002	1.357000e+004
6.130000e+002	1.274000e+004
6.140000e+002	1.244000e+004
6.150000e+002	1.186000e+004
6.160000e+002	1.124000e+004
6.170000e+002	1.105000e+004
6.180000e+002	9.940000e+003
6.190000e+002	9.980000e+003
6.200000e+002	9.660000e+003
6.210000e+002	9.430000e+003
6.220000e+002	8.730000e+003
6.230000e+002	8.630000e+003
6.240000e+002	7.750000e+003
6.250000e+002	7.740000e+003
6.260000e+002	7.360000e+003
6.270000e+002	7.450000e+003
6.280000e+002	6.860000e+003
6.290000e+002	6.380000e+003
6.300000e+002	6.180000e+003
6.310000e+002	5.780000e+003
6.320000e+002	5.720000e+003
6.330000e+002	5.490000e+003
6.340000e+002	5.330000e+003
6.350000e+002	5.270000e+003
6.360000e+002	4.570000e+003
6.370000e+002	4.790000e+003
6.380000e+002	4.690000e+003
6.390000e+002	4.360000e+003
6.400000e+002	4.660000e+003
6.410000e+002	3.650000e+003
6.420000e+002	3.980000e+003
6.430000e+002	3.690000e+003
6.440000e+002	3.430000e+003
6.450000e+002	2.810000e+003
6.460000e+002	3.160000e+003
6.470000e+002	3.040000e+003
6.480000e+002	3.070000e+003
6.490000e+002	2.660000e+003
6.500000e+002	2.760000e+003
6.510000e+002	2.510000e+003
6.520000e+002	2.440000e+003
6.530000e+002	2.380000e+003
6.540000e+002	2.460000e+003
6.550000e+002	2.210000e+003
6.560000e+002	2.130000e+003
6.570000e+002	2.140000e+003
6.580000e+002	2.160000e+003
6.590000e+002	1.810000e+003
6.600000e+002	1.700000e+003
6.610000e+002	1.970000e+003
6.620000e+002	1.460000e+003
6.630000e+002	1.500000e+003
6.640000e+002	1.410000e+003
6.650000e+002	1.370000e+003
6.660000e+002	1.460000e+003
6.670000e+002	1.470000e+003
6.680000e+002	1.410000e+003
